TimeStamp,Usage Peak (kwh),Average pressure (Hg),Average temperature,Average humidity (%),Average wind speed (m/s),Rainfall duration (min),Rainfall amount (mm),Type of day,Type of Lockdown
6/1/2021,3931.1511290322587,1009.0,24.0,75.0,1.5,5.56,2.0,0,2
